Stanowisko; Miejsce pracy; Rodzaj umowy; Pracodawca; Dostępna od; 
"Technik do spraw ochrony obiektu Sekcji Ochrony Fizycznej Wydziału Ochrony Informacji "; "Białystok, podlaskie"; "Umowa o pracę na okres próbny"; "Podlaski Oddział Straży Granicznej im. gen. dyw. Henryka Minkiewicza w Białymstoku"; "2025-01-29"; 
"Technik dostawca"; "Katowice, śląskie"; "Umowa o pracę na okres próbny"; """EURO - NET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-22"; 
"Technik ds. Montażu i Odczytów K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na okres próbny"; """METRONA POLSKA POMIARY I ROZLICZENIA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-13"; 
"Technik ds. pomiarów elektrycznych"; "Opole, opolskie"; "Umowa o pracę na okres próbny"; "ENERGOTEST-DIAGNOSTYKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"Technik elektronik"; "Mannheim, Niemcy"; "Umowa o pracę na czas nieokreślony"; "Phoenix-Pharmahandel GmbH & Co. KG"; "2024-09-13"; 
"Technik elektronik"; "Kolkwitz (Niederlausitz), Niemcy"; ""; "eWios power GmbH"; "2025-01-13"; 
"Technik elektronik"; "Szydłowiec, mazowieckie"; "Umowa o pracę na czas nieokreślony"; "Spółdzielnia Inwalidów ELEKTRON"; "2025-01-13"; 
"Technik elektronik"; "Wysokie Mazowieckie, podlaskie"; "Umowa o pracę na okres próbny"; "GAMA GROUP Szepietowscy Sp. J."; "2025-01-16"; 
"technik elektroradiolog"; "Brzeszcze, małopolskie"; "Umowa o pracę na czas nieokreślony"; "NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""VITA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-06"; 
"Technik elektroradiolog"; "Mrągowo, warmińsko-mazurskie"; "Umowa zlecenie / Umowa o świadczenie usług"; """POMORSKIE CENTRA KARDIOLOGICZNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO - AKCYJNA"; "2025-02-04"; 
"Technik Elektroradiolog"; "Złotów, wielkopolskie"; "Umowa o pracę na okres próbny"; "kontakt przez PUP"; "2025-01-24"; 
"Technik elektryk"; "Chorzów, śląskie"; "Umowa o pracę na okres próbny"; "Alchemia S.A. Oddział Walcownia Rur Batory w Chorzowie"; "2025-01-13"; 
"Technik elektryk"; "Piła, wielkopolskie"; "Umowa o pracę na okres próbny"; "SODEXO POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-15"; 
"Technik elektryk"; "Szabda, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "Elektroenergetyka ""BALSAM"" Kazimierz Balsam"; "2025-01-28"; 
"Technik elektryk - Sekcja obsługi infrastruktury- Zespół Zabezpieczenia dyslokacja Sochaczew-Bielice"; "Sochaczew, mazowieckie"; "Umowa o pracę na okres próbny"; "42 Baza Lotnictwa Szkolnego Radom"; "2025-01-24"; 
"Technik Elektryk Offshore"; "Breim, Norwegia"; "Umowa o pracę na czas określony"; "Lys Bemanning AS"; "2025-01-29"; 
"Technik farmaceutyczny"; "Gdynia, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Sopot, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Kartuzy, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Gdynia, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "DOZ SPÓŁKA AKCYJNA"; "2025-01-23"; 
"Technik farmaceutyczny"; "Kłodzko, dolnośląskie"; "Umowa o pracę na czas określony"; """ZESPÓŁ OPIEKI ZDROWOTNEJ"" W KŁODZKU"; "2025-01-17"; 
"Technik farmaceutyczny"; "Działoszyn, łódzkie"; "Umowa o pracę na czas nieokreślony"; "KATARZYNA KUDER APTEKA ,,PANACEUM"""; "2025-01-27"; 
"Technik farmaceutyczny"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-27"; 
"Technik farmaceutyczny"; "Golina, wielkopolskie"; "Umowa o pracę na czas określony"; "APTEKA ""FLORIAŃSKA"" MATYSIAK HENRYKA"; "2025-02-07"; 
"Technik farmaceutyczny"; "Lesko, podkarpackie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-06"; 
"TECHNIK FARMACEUTYCZNY"; "Opoczno, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"TECHNIK FARMACEUTYCZNY "; "Kamieniec Ząbkowicki, dolnośląskie"; "Umowa o pracę na czas określony"; "Apteka Zdrowie Marzena Zapotoczna"; "2024-12-20"; 
"TECHNIK FARMACEUTYCZNY "; "Ziębice, dolnośląskie"; "Umowa o pracę na czas określony"; "Apteka Zdrowie Marzena Zapotoczna"; "2024-12-20"; 
"Technik farmaceutyczny R90/2794-1485/24"; "Kowal, kujawsko-pomorskie"; "Umowa o pracę na okres próbny"; "Apteka „Królewska” Wanda Murzyńska"; "2024-11-28"; 
"Technik farmacji"; "Kisielice, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "Apteka WITAMINKA Osmańska, Briszke-Jakubowska sp.j."; "2024-10-28"; 
"Technik geodeta"; "Kielce, świętokrzyskie"; "Umowa o pracę na czas określony"; "GALILEO GEODECI Piotr Sołtys"; "2025-01-24"; 
"technik handlowiec"; "Kamienna Góra, dolnośląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-28"; 
"Technik handlowiec"; "Maków Mazowiecki, mazowieckie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-12-20"; 
"Technik handlowiec"; "Konieczno, świętokrzyskie"; "Umowa o pracę na czas nieokreślony"; "ELBET Sp. z o.o."; "2025-01-03"; 
"Technik handlowiec"; "Gdów, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-24"; 
"Technik handlowiec"; "Lublin, lubelskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-27"; 
"Technik handlowiecx1"; "Gutowo, kujawsko-pomorskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Technik informatyk"; "Zamość, lubelskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-20"; 
"Technik informatyk"; "Bielsko-Biała, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "Wyższa Szkoła Ekonomiczno-Humanistyczna"; "2025-01-23"; 
"Technik informatyk"; "Ostróda, warmińsko-mazurskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-29"; 
"Technik informatyk"; "Złotoryja, dolnośląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Technik informatyk"; "Kraków, małopolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez PUP"; "2025-02-06"; 
"Technik informatyk"; "Kobyla Góra, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik informatyk - stażysta"; "Zduny, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-14"; 
"Technik informatyk- staż"; "Rzeszów, podkarpackie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-06"; 
"Technik informatyk/Teleinformatyk"; "Siedlce, mazowieckie"; "Umowa o pracę na okres próbny"; "AGENCJA ROZWOJU MIASTA SIEDLCE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-28"; 
"Technik K/M"; "Warszawa, mazowieckie"; "Umowa o pracę na okres próbny"; "JEDNOSTKA WOJSKOWA NR 6021"; "2025-02-03"; 
"Technik logistyk"; "Ostrołęka, mazowieckie"; "Umowa o pracę na okres próbny"; "JANUSZ DĄBKOWSKI USŁUGI TRANSPORTOWE HANDEL OBWOŹNY"; "2024-11-18"; 
"Technik masażysta"; "Domostawa, podkarpackie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-07"; 
"Technik masażysta R27/0033-27/25"; "Włocławek, kujawsko-pomorskie"; "Umowa o pracę na okres próbny"; """A&G"" ALEKSANDRA WOJCIECHOWSKA FIRMA USŁUGOWO - HANDLOWA"; "2025-01-09"; 
"Technik masażysta wizyty domowe OfPr/25/0046"; "Limanowa, małopolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "CENTRUM USŁUG MEDYCZNYCH ""SALUS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-22"; 
"Technik mechanik"; "Kraków, małopolskie"; "Umowa o pracę na czas nieokreślony"; "ELBET ZENON MATUSZEWSKI, MATEUSZ MATUSZEWSKI SPÓŁKA CYWILNA"; "2024-07-22"; 
"Technik mechanik"; "Niepołomice, małopolskie"; "Umowa o pracę na okres próbny"; "APLEONA POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-12-09"; 
"Technik mechanik"; "Opole, opolskie"; "Umowa o pracę na czas określony"; "KNYCHTECH Przemysław Knych"; "2024-12-16"; 
"Technik mechanik"; "Masłów Pierwszy, świętokrzyskie"; "Umowa o pracę na czas określony"; "FABRYKA MASZYN PRALNICZYCH"" PRAMAZUT"" SP. Z O.O."; "2025-01-13"; 
"Technik mechanik"; "Kraków, małopolskie"; "Umowa o pracę na czas nieokreślony"; "ELBET ZENON MATUSZEWSKI, MATEUSZ MATUSZEWSKI SPÓŁKA CYWILNA"; "2025-01-20"; 
"Technik mechanik maszyn i urządzeń"; "Kraków, małopolskie"; "Umowa o pracę na czas nieokreślony"; "ELBET ZENON MATUSZEWSKI, MATEUSZ MATUSZEWSKI SPÓŁKA CYWILNA"; "2024-07-22"; 
"Technik mechanik maszyn i urządzeń"; "Proszówka, dolnośląskie"; "Umowa o pracę na czas określony"; "ZAKŁADY MIĘSNE NIEBIESZCZAŃSCY SPÓŁKA KOMANDYTOWA"; "2025-01-02"; 
"Technik mechanik maszyn i urządzeń"; "Kraków, małopolskie"; "Umowa o pracę na czas nieokreślony"; "ELBET ZENON MATUSZEWSKI, MATEUSZ MATUSZEWSKI SPÓŁKA CYWILNA"; "2025-01-20"; 
"TECHNIK MECHANIK UTRZYMANIA RUCHU "; "Kędzierzyn-Koźle, opolskie"; "Umowa o pracę na okres próbny"; "EUROCERAS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-24"; 
"Technik mechatronik"; "Nysa, opolskie"; "Umowa o pracę na czas określony"; "AWGTECH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-14"; 
"Technik obiektu"; "Racibórz, śląskie"; "Umowa o pracę na czas nieokreślony"; "ENGIE SERVICES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-03"; 
"Technik Obróbki Metali / Ślusarz / Spawacz"; "Wrocław, dolnośląskie"; "Umowa o pracę na okres próbny"; "SPES3D SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-29"; 
"Technik obsługi turystycznej - staż - FP"; "Warszawa, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Technik organizacji produkcji"; "Patoki, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Technik organizacji produkcji- Organizator produkcji"; "Lidzbark, warmińsko-mazurskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "CLASSIC SOFA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-12-04"; 
"technik pożarnictwa"; "Warszawa, mazowieckie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-23"; 
"technik prac biurowych"; "Kamienna Góra, dolnośląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-28"; 
"technik prac biurowych"; "Kamienna Góra, dolnośląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"technik prac biurowych"; "Kamienna Góra, dolnośląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Technik prac biurowych"; "Zakopane, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2024-11-26"; 
"Technik prac biurowych"; "Ludźmierz, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2024-12-12"; 
"Technik prac biurowych"; "Łapsze Niżne, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2024-12-30"; 
"Technik prac biurowych"; "Łapsze Niżne, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2024-12-30"; 
"Technik prac biurowych"; "Kobylin, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-14"; 
"Technik prac biurowych"; "Krotoszyn, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-14"; 
"Technik prac biurowych"; "Nowy Targ, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-20"; 
"Technik prac biurowych"; "Szczawnica, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-20"; 
"Technik prac biurowych"; "Zebrzydowice, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-21"; 
"Technik prac biurowych"; "Głogów, dolnośląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-20"; 
"Technik prac biurowych"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-27"; 
"Technik prac biurowych"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-27"; 
"Technik prac biurowych"; "Krotoszyn, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-27"; 
"Technik prac biurowych"; "Piaseczno, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-29"; 
"Technik prac biurowych"; "Goleniów, zachodniopomorskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Rawa Mazowiecka, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-29"; 
"Technik prac biurowych"; "Rososzyca, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-29"; 
"Technik prac biurowych"; "Włoszczowa, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-30"; 
"Technik prac biurowych"; "Mikstat, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-30"; 
"Technik prac biurowych"; "Dąbrowa Górnicza, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-30"; 
"Technik prac biurowych"; "Grabowiec, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-30"; 
"Technik prac biurowych"; "Łask, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-30"; 
"Technik prac biurowych"; "Lidzbark Warmiński, warmińsko-mazurskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Technik prac biurowych"; "Łańcut, podkarpackie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Technik prac biurowych"; "Nysa, opolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Technik prac biurowych"; "Sędziejowice, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Technik prac biurowych"; "Brenna, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Brenna, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Brenna, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Brenna, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Nowy Targ, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Nowy Targ, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Łask, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Brzeg, opolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych"; "Piła, wielkopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-05"; 
"Technik prac biurowych"; "Ustroń, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-05"; 
"Technik prac biurowych"; "Tuchola, kujawsko-pomorskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-06"; 
"Technik prac biurowych"; "Nisko, podkarpackie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-05"; 
"Technik prac biurowych"; "Parczew, lubelskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-06"; 
"Technik prac biurowych"; "Zduńska Wola, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-06"; 
"Technik prac biurowych"; "Stróżówka, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-06"; 
"Technik prac biurowych"; "Lublin, lubelskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-06"; 
"Technik prac biurowych"; "Końskie, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Kielce, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Kielce, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Kielce, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Kielce, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Kielce, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Ostrów Mazowiecka, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Dąbrówka, mazowieckie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych"; "Cieszyn, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych - staż FP"; "Warszawa, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Technik prac biurowych (I Wydział Cywilny)"; "Wadowice, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych (I Zespół Kuratorskiej Służby Sądowej)"; "Wadowice, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych (II Wydział Karny)"; "Wadowice, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych (III Wydział Rodzinny i Nieletnich)"; "Wadowice, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych (Oddział Administracyjny)"; "Wadowice, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik prac biurowych (V Wydział Ksiąg Wieczystych)"; "Wadowice, małopolskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"TECHNIK ROBÓT WYKOŃCZENIOWYCH W BUDOWNICTWIE"; "Stargard, zachodniopomorskie"; "Umowa o pracę na okres próbny"; "EMPO DOMINIK PYCIŃSKI"; "2025-01-16"; 
"Technik serwisu"; "Stalowa Wola, podkarpackie"; "Umowa o pracę na czas nieokreślony"; "Agata Soja-Krzysztoń HM Service"; "2025-01-08"; 
"Technik serwisu"; "Tychy, śląskie"; "Umowa o pracę na okres próbny"; "KOMPREX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-09"; 
"Technik Serwisu - Serwisant "; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "UNOX POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"Technik symulacji medycznej"; "Katowice, śląskie"; "Umowa o pracę na okres próbny"; "ŚLĄSKI UNIWERSYTET MEDYCZNY W KATOWICACH"; "2025-01-29"; 
"Technik systemów zabezpieczeń technicznych osób i mienia"; "Mosty, zachodniopomorskie"; "Umowa o pracę na okres próbny"; "1 REGIONALNA BAZA LOGISTYCZNA"; "2025-01-29"; 
"Technik tachografów cyfrowych"; "Jaworzno, śląskie"; "Umowa o pracę na czas określony"; "PRZEDSIĘBIORSTWO ROBÓT ZMECHANIZOWANYCH ""LIMBA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-31"; 
"Technik technologii żywności"; "Gatniki, świętokrzyskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-07"; 
"Technik technologii żywności - przetwórstwo mięsne"; "Patoki, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-03"; 
"Technik usług kelnerskich"; "Werben, Niemcy"; "Umowa o pracę na czas nieokreślony"; "Hotel Stern Werben Fam. Schlodder-Franke"; "2023-09-08"; 
"Technik utrzymania obiektu"; "Grodzisk Mazowiecki, mazowieckie"; "Umowa o pracę na okres próbny"; "SODEXO POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-15"; 
"technik utrzymania ruchu"; "Zabrze, śląskie"; "Umowa o pracę na okres próbny"; "PLAS.CO.TECH POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-11-12"; 
"Technik utrzymania ruchu"; "Ciechanów, mazowieckie"; "Umowa o pracę na czas określony"; "Norco Industries Sp. z o.o. w Sońsku"; "2025-01-07"; 
"Technik utrzymania ruchu"; "Rybnik, śląskie"; "Umowa o pracę na okres próbny"; "TESKO STEEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-13"; 
"Technik utrzymania ruchu"; "Gdańsk, pomorskie"; "Umowa o pracę na czas nieokreślony"; "APTIV SERVICES POLAND SPÓŁKA AKCYJNA"; "2025-01-16"; 
"Technik utrzymania ruchu"; "Chorzów, śląskie"; "Umowa o pracę na okres próbny"; "P.U.H. ""MEGATEL"" DARIUSZ PIASZCZYŃSKI"; "2025-01-21"; 
"Technik utrzymania ruchu"; "Strzyżów, podkarpackie"; "Umowa o pracę na czas określony"; "PRZEDSIĘBIORSTWO HANDLOWO PRODUKCYJNO USŁUGOWE ""ZAGRODA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-21"; 
"Technik utrzymania ruchu"; "Biskupice Podgórne, dolnośląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-23"; 
"Technik utrzymania ruchu"; "Tyrowo, warmińsko-mazurskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-29"; 
"Technik utrzymania ruchu"; "Skrzyńsko, mazowieckie"; "Umowa o pracę na czas nieokreślony"; "Hortex Spółka z o.o. Oddział Zakład Przetwórstwa Owocowo Warzywnego w Skrzyńsku"; "2025-02-04"; 
"Technik utrzymania ruchu - Elektryk "; "Żary, łódzkie"; "Umowa o pracę na okres próbny"; "QEMETICA SILICATES SPÓŁKA AKCYJNA"; "2025-01-22"; 
"Technik utrzymania ruchu (mechanik)"; "Kraków, małopolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "SABAJ - SYSTEM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-11-04"; 
"technik w stacji kryptograficznej"; "Tomaszów Mazowiecki, łódzkie"; "Umowa o pracę na okres próbny"; "Regionalne Centrum Informatyki Kraków"; "2025-01-15"; 
"Technik weterynarii"; "Piła, wielkopolskie"; "Umowa o pracę na okres próbny"; "PILSKIE SCHRONISKO DLA ZWIERZĄT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-22"; 
"Technik weterynarii"; "Śmiłowo, wielkopolskie"; "Umowa o pracę na okres próbny"; "Przedsiębiorstwo Produkcji Rolnej ""Agrifarm"" Sp. z o.o."; "2025-01-22"; 
"Technik weterynarii"; "Złotów, wielkopolskie"; "Umowa o pracę na czas określony"; """ PRZYCHODNIA WETERYNARYJNA ARS-VET"" s.c. Angelika Kujawska, Michał Kuchnowski"; "2025-01-23"; 
"TECHNIK WSPARCIA INFORMATYCZNEGO I TECHNICZNEGO "; "Wodzisław Śląski, śląskie"; "Umowa o pracę na czas nieokreślony"; "kontakt przez PUP"; "2024-12-05"; 
"technik wsparcia informatycznego i technicznego (nr 0203)"; "Inowrocław, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "Regionalne Centrum Informatyki Bydgoszcz"; "2025-01-30"; 
"Technik-serwisant AGD"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "DOROTA ŁUSZCZ-SZOPA ZAKŁAD USŁUGOWY ARTYKUŁÓW GOSPODARSTWA DOMOWEGO"; "2025-01-16"; 
"Technik/ inżynier budowy"; "Brodnica, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "BUD-DOM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-27"; 
"Technik/Serwisant instalacji niskoprądowych"; "Gdańsk, pomorskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO USŁUGOWE ""POŻ-PLISZKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-08"; 
